ID,Site,BeesReleased,BeesCollected,Longitude,Latitude,Elevation_m,Date,FieldDay,tmean_C,DD_added,DD_accumulated
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/2/2021,10,10.8,5.8,62.6
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/3/2021,11,12.8,7.8,70.4
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/4/2021,12,16.6,11.6,82
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/5/2021,13,19.4,14.4,96.4
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/6/2021,14,21.9,16.9,113.3
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/7/2021,15,19,14,127.3
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/8/2021,16,19.9,14.9,142.2
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/9/2021,17,19,14,156.2
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/10/2021,18,19.2,14.2,170.4
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/11/2021,19,20.8,15.8,186.2
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/12/2021,20,15,10,196.2
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/13/2021,21,18.4,13.4,209.6
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/14/2021,22,21.2,16.2,225.8
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/15/2021,23,22.4,17.4,243.2
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/16/2021,24,25.9,20.9,264.1
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/17/2021,25,23.5,18.5,282.6
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/18/2021,26,25.1,20.1,302.7
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/19/2021,27,21,16,318.7
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/20/2021,28,20.8,15.8,334.5
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/21/2021,29,15.8,10.8,345.3
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/22/2021,30,12.4,7.4,352.7
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/23/2021,31,20.7,15.7,368.4
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/24/2021,32,21,16,384.4
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/25/2021,33,17.8,12.8,397.2
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/26/2021,34,15.8,10.8,408
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/27/2021,35,12.9,7.9,415.9
8,C97,5/24/2021,6/28/2021,-105.3155,39.9592,2213,6/28/2021,36,13.1,8.1,424
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,5/26/2021,1,11.9,6.9,1
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,5/27/2021,2,12.6,7.6,8.6
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,5/28/2021,3,10.2,5.2,13.8
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,5/29/2021,4,13.9,8.9,22.7
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,5/30/2021,5,12.5,7.5,30.2
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,5/31/2021,6,6.5,1.5,31.7
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/1/2021,7,6.4,1.4,33.1
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/2/2021,8,9.3,4.3,37.4
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/3/2021,9,12,7,44.4
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/4/2021,10,15.1,10.1,54.5
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/5/2021,11,17.6,12.6,67.1
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/6/2021,12,20.3,15.3,82.4
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/7/2021,13,17.8,12.8,95.2
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/8/2021,14,18.3,13.3,108.5
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/9/2021,15,18.1,13.1,121.6
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/10/2021,16,18.1,13.1,134.7
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/11/2021,17,20.3,15.3,150
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/12/2021,18,14.2,9.2,159.2
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/13/2021,19,17.7,12.7,171.9
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/14/2021,20,20.2,15.2,187.1
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/15/2021,21,21.4,16.4,203.5
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/16/2021,22,23.7,18.7,222.2
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/17/2021,23,23.2,18.2,240.4
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/18/2021,24,23.8,18.8,259.2
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/19/2021,25,19.9,14.9,274.1
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/20/2021,26,19.4,14.4,288.5
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/21/2021,27,15.1,10.1,298.6
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/22/2021,28,11.7,6.7,305.3
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/23/2021,29,20.7,15.7,321
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/24/2021,30,20.1,15.1,336.1
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/25/2021,31,16.3,11.3,347.4
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/26/2021,32,14,9,356.4
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/27/2021,33,11.1,6.1,362.5
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/28/2021,34,11.3,6.3,368.8
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/29/2021,35,11.8,6.8,375.6
9,H05,5/26/2021,6/30/2021,-105.4107,40.0589,2399,6/30/2021,36,12.4,7.4,383
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,5/26/2021,1,11.9,6.9,1
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,5/27/2021,2,12.6,7.6,8.6
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,5/28/2021,3,10.2,5.2,13.8
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,5/29/2021,4,13.9,8.9,22.7
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,5/30/2021,5,12.5,7.5,30.2
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,5/31/2021,6,6.5,1.5,31.7
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/1/2021,7,6.4,1.4,33.1
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/2/2021,8,9.3,4.3,37.4
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/3/2021,9,12,7,44.4
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/4/2021,10,15.1,10.1,54.5
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/5/2021,11,17.6,12.6,67.1
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/6/2021,12,20.3,15.3,82.4
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/7/2021,13,17.8,12.8,95.2
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/8/2021,14,18.3,13.3,108.5
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/9/2021,15,18.1,13.1,121.6
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/10/2021,16,18.1,13.1,134.7
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/11/2021,17,20.3,15.3,150
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/12/2021,18,14.2,9.2,159.2
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/13/2021,19,17.7,12.7,171.9
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/14/2021,20,20.2,15.2,187.1
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/15/2021,21,21.4,16.4,203.5
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/16/2021,22,23.7,18.7,222.2
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/17/2021,23,23.2,18.2,240.4
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/18/2021,24,23.8,18.8,259.2
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/19/2021,25,19.9,14.9,274.1
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/20/2021,26,19.4,14.4,288.5
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/21/2021,27,15.1,10.1,298.6
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/22/2021,28,11.7,6.7,305.3
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/23/2021,29,20.7,15.7,321
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/24/2021,30,20.1,15.1,336.1
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/25/2021,31,16.3,11.3,347.4
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/26/2021,32,14,9,356.4
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/27/2021,33,11.1,6.1,362.5
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/28/2021,34,11.3,6.3,368.8
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/29/2021,35,11.8,6.8,375.6
10,H06,5/26/2021,6/30/2021,-105.4077,40.0491,2399,6/30/2021,36,12.4,7.4,383
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,5/25/2021,1,9.7,4.7,1
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,5/26/2021,2,11.9,6.9,7.9
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,5/27/2021,3,12.6,7.6,15.5
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,5/28/2021,4,10.2,5.2,20.7
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,5/29/2021,5,13.9,8.9,29.6
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,5/30/2021,6,12.5,7.5,37.1
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,5/31/2021,7,6.5,1.5,38.6
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/1/2021,8,6.4,1.4,40
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/2/2021,9,9.3,4.3,44.3
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/3/2021,10,12,7,51.3
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/4/2021,11,15.1,10.1,61.4
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/5/2021,12,17.6,12.6,74
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/6/2021,13,20.3,15.3,89.3
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/7/2021,14,17.8,12.8,102.1
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/8/2021,15,18.3,13.3,115.4
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/9/2021,16,18.1,13.1,128.5
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/10/2021,17,18.1,13.1,141.6
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/11/2021,18,20.3,15.3,156.9
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/12/2021,19,14.2,9.2,166.1
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/13/2021,20,17.7,12.7,178.8
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/14/2021,21,20.2,15.2,194
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/15/2021,22,21.4,16.4,210.4
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/16/2021,23,23.7,18.7,229.1
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/17/2021,24,23.2,18.2,247.3
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/18/2021,25,23.8,18.8,266.1
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/19/2021,26,19.9,14.9,281
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/20/2021,27,19.4,14.4,295.4
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/21/2021,28,15.1,10.1,305.5
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/22/2021,29,11.7,6.7,312.2
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/23/2021,30,20.7,15.7,327.9
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/24/2021,31,20.1,15.1,343
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/25/2021,32,16.3,11.3,354.3
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/26/2021,33,14,9,363.3
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/27/2021,34,11.1,6.1,369.4
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/28/2021,35,11.3,6.3,375.7
11,H09,5/25/2021,6/29/2021,-105.4028,40.0313,2399,6/29/2021,36,11.8,6.8,382.5
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,5/26/2021,1,13.7,8.7,1
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,5/27/2021,2,14.4,9.4,10.4
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,5/28/2021,3,11.9,6.9,17.3
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,5/29/2021,4,15.6,10.6,27.9
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,5/30/2021,5,14,9,36.9
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,5/31/2021,6,7.6,2.6,39.5
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/1/2021,7,7.9,2.9,42.4
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/2/2021,8,10.9,5.9,48.3
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/3/2021,9,13.6,8.6,56.9
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/4/2021,10,17,12,68.9
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/5/2021,11,19.5,14.5,83.4
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/6/2021,12,21.9,16.9,100.3
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/7/2021,13,19.3,14.3,114.6
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/8/2021,14,19.9,14.9,129.5
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/9/2021,15,19.8,14.8,144.3
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/10/2021,16,19.6,14.6,158.9
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/11/2021,17,21.1,16.1,175
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/12/2021,18,15.6,10.6,185.6
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/13/2021,19,19.1,14.1,199.7
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/14/2021,20,21.9,16.9,216.6
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/15/2021,21,23.2,18.2,234.8
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/16/2021,22,25.8,20.8,255.6
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/17/2021,23,24.7,19.7,275.3
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/18/2021,24,25.4,20.4,295.7
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/19/2021,25,21.3,16.3,312
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/20/2021,26,20.9,15.9,327.9
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/21/2021,27,16.4,11.4,339.3
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/22/2021,28,13.2,8.2,347.5
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/23/2021,29,21.6,16.6,364.1
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/24/2021,30,21.8,16.8,380.9
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/25/2021,31,18,13,393.9
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/26/2021,32,15.6,10.6,404.5
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/27/2021,33,13,8,412.5
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/28/2021,34,13.1,8.1,420.6
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/29/2021,35,13.6,8.6,429.2
12,H101,5/26/2021,6/30/2021,-105.3283,40.1097,2165,6/30/2021,36,14.5,9.5,438.7
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,5/26/2021,1,12.7,7.7,1
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,5/27/2021,2,13.4,8.4,9.4
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,5/28/2021,3,11,6,15.4
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,5/29/2021,4,14.7,9.7,25.1
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,5/30/2021,5,13.1,8.1,33.2
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,5/31/2021,6,6.8,1.8,35
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/1/2021,7,7,2,37
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/2/2021,8,10,5,42
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/3/2021,9,12.5,7.5,49.5
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/4/2021,10,15.9,10.9,60.4
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/5/2021,11,18.5,13.5,73.9
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/6/2021,12,21,16,89.9
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/7/2021,13,18.4,13.4,103.3
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/8/2021,14,19.1,14.1,117.4
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/9/2021,15,18.6,13.6,131
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/10/2021,16,18.8,13.8,144.8
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/11/2021,17,20.6,15.6,160.4
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/12/2021,18,14.8,9.8,170.2
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/13/2021,19,18.2,13.2,183.4
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/14/2021,20,20.9,15.9,199.3
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/15/2021,21,22.2,17.2,216.5
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/16/2021,22,24.7,19.7,236.2
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/17/2021,23,23.5,18.5,254.7
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/18/2021,24,24.5,19.5,274.2
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/19/2021,25,20.6,15.6,289.8
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/20/2021,26,20.1,15.1,304.9
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/21/2021,27,15.5,10.5,315.4
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/22/2021,28,12.2,7.2,322.6
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/23/2021,29,20.7,15.7,338.3
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/24/2021,30,20.7,15.7,354
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/25/2021,31,17,12,366
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/26/2021,32,14.6,9.6,375.6
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/27/2021,33,11.9,6.9,382.5
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/28/2021,34,12,7,389.5
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/29/2021,35,12.6,7.6,397.1
13,H103,5/26/2021,6/30/2021,-105.3806,40.0652,2307,6/30/2021,36,13.2,8.2,405.3
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,5/25/2021,1,11.9,6.9,1
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,5/26/2021,2,14.2,9.2,10.2
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,5/27/2021,3,14.3,9.3,19.5
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,5/28/2021,4,11.3,6.3,25.8
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,5/29/2021,5,16,11,36.8
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,5/30/2021,6,14.2,9.2,46
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,5/31/2021,7,7.8,2.8,48.8
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/1/2021,8,8.1,3.1,51.9
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/2/2021,9,11.1,6.1,58
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/3/2021,10,14.2,9.2,67.2
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/4/2021,11,17.4,12.4,79.6
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/5/2021,12,20.1,15.1,94.7
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/6/2021,13,23.3,18.3,113
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/7/2021,14,19.9,14.9,127.9
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/8/2021,15,20.4,15.4,143.3
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/9/2021,16,20.3,15.3,158.6
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/10/2021,17,20.2,15.2,173.8
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/11/2021,18,21.9,16.9,190.7
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/12/2021,19,16.2,11.2,201.9
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/13/2021,20,19.7,14.7,216.6
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/14/2021,21,22.5,17.5,234.1
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/15/2021,22,23.6,18.6,252.7
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/16/2021,23,25.9,20.9,273.6
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/17/2021,24,25.8,20.8,294.4
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/18/2021,25,26.3,21.3,315.7
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/19/2021,26,22,17,332.7
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/20/2021,27,21.5,16.5,349.2
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/21/2021,28,15.8,10.8,360
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/22/2021,29,13.3,8.3,368.3
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/23/2021,30,22.8,17.8,386.1
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/24/2021,31,22.3,17.3,403.4
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/25/2021,32,18.3,13.3,416.7
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/26/2021,33,15.6,10.6,427.3
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/27/2021,34,12.9,7.9,435.2
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/28/2021,35,13.2,8.2,443.4
14,H12,5/25/2021,6/29/2021,-105.3826,40.0319,2150,6/29/2021,36,13.8,8.8,452.2
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,5/25/2021,1,14,9,1
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,5/26/2021,2,16.2,11.2,12.2
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,5/27/2021,3,16.5,11.5,23.7
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,5/28/2021,4,13.7,8.7,32.4
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,5/29/2021,5,17.5,12.5,44.9
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,5/30/2021,6,15.4,10.4,55.3
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,5/31/2021,7,9.3,4.3,59.6
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/1/2021,8,9.9,4.9,64.5
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/2/2021,9,13.1,8.1,72.6
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/3/2021,10,15.9,10.9,83.5
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/4/2021,11,19.3,14.3,97.8
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/5/2021,12,21.8,16.8,114.6
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/6/2021,13,24.2,19.2,133.8
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/7/2021,14,21.3,16.3,150.1
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/8/2021,15,21.7,16.7,166.8
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/9/2021,16,22.2,17.2,184
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/10/2021,17,22.1,17.1,201.1
15,H13,5/25/2021,6/29/2021,-105.3053,40.0162,1847,6/11/2021,18,23,18,219.1
