OID_,Join_Count,TARGET_FID,JOIN_FID,Lat,Long,Site_ID,Year,Location,Elevation,GPS_concat,GPS_concat_X,GPS_concat_Y,Notes,BUFF_DIST,ORIG_FID,pointid,grid_code,EVT_NAME,Shape_Length,Shape_Area
2445,1,3,727161,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,727161,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2446,1,3,727162,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,727162,18,Southern Rocky Mountain Ponderosa Pine Savanna,0.032721048214506,0.000082992295440
2447,1,3,727163,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,727163,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2448,1,3,727164,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,727164,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2449,1,3,727165,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,727165,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2450,1,3,727166,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,727166,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2451,1,3,727167,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,727167,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2452,1,3,727168,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,727168,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2453,1,3,727169,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,727169,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2454,1,3,727170,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,727170,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2455,1,3,727171,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,727171,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2456,1,3,728839,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728839,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2457,1,3,728840,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728840,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2458,1,3,728841,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728841,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2459,1,3,728842,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728842,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2460,1,3,728843,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728843,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2461,1,3,728844,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728844,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2462,1,3,728845,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728845,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2463,1,3,728846,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728846,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2464,1,3,728847,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728847,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2465,1,3,728848,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728848,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2466,1,3,728849,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728849,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2467,1,3,728850,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728850,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2468,1,3,728851,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728851,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2469,1,3,728852,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728852,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2470,1,3,728853,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728853,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2471,1,3,728854,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728854,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2472,1,3,728855,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728855,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2473,1,3,728856,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728856,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2474,1,3,728857,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728857,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2475,1,3,728858,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728858,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2476,1,3,728859,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728859,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2477,1,3,728860,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728860,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2478,1,3,728861,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728861,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2479,1,3,728862,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728862,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2480,1,3,728863,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728863,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2481,1,3,728864,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728864,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2482,1,3,728865,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728865,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2483,1,3,728866,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,728866,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2484,1,3,730534,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730534,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2485,1,3,730535,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730535,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2486,1,3,730536,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730536,26,Western Great Plains Foothill and Piedmont Grassland,0.032721048214506,0.000082992295440
2487,1,3,730537,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730537,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2488,1,3,730538,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730538,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2489,1,3,730539,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730539,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2490,1,3,730540,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730540,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2491,1,3,730541,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730541,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2492,1,3,730542,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730542,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2493,1,3,730543,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730543,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2494,1,3,730544,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730544,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2495,1,3,730545,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730545,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2496,1,3,730546,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730546,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2497,1,3,730547,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730547,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2498,1,3,730548,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730548,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2499,1,3,730549,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730549,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2500,1,3,730550,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730550,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2501,1,3,730551,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730551,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2502,1,3,730552,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730552,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2503,1,3,730553,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730553,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2504,1,3,730554,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730554,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2505,1,3,730555,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730555,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2506,1,3,730556,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730556,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2507,1,3,730557,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730557,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2508,1,3,730558,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730558,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2509,1,3,730559,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730559,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2510,1,3,730560,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,730560,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2511,1,3,732230,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,732230,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2512,1,3,732231,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,732231,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2513,1,3,732232,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,732232,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2514,1,3,732233,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,732233,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2515,1,3,732234,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,732234,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2516,1,3,732235,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,732235,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2517,1,3,732236,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,732236,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2518,1,3,732237,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,732237,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2519,1,3,732238,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,732238,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2520,1,3,732239,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,732239,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2521,1,3,732240,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,732240,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2522,1,3,732241,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,732241,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2523,1,3,732242,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,732242,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2524,1,3,732243,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,732243,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2525,1,3,732244,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,732244,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2526,1,3,732245,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,732245,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2527,1,3,732246,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,732246,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2528,1,3,732247,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,732247,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2529,1,3,732248,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,732248,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2530,1,3,732249,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,732249,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2531,1,3,732250,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,732250,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2532,1,3,732251,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,732251,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2533,1,3,732252,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,732252,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2534,1,3,732253,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,732253,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2535,1,3,732254,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,732254,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2536,1,3,733926,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,733926,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2537,1,3,733927,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,733927,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2538,1,3,733928,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,733928,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2539,1,3,733929,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,733929,26,Western Great Plains Foothill and Piedmont Grassland,0.032721048214506,0.000082992295440
2540,1,3,733930,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,733930,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2541,1,3,733931,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,733931,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2542,1,3,733932,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,733932,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2543,1,3,733933,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,733933,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2544,1,3,733934,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,733934,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2545,1,3,733935,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,733935,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2546,1,3,733936,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,733936,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2547,1,3,733937,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,733937,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
2548,1,3,733938,40.150939999999999,-105.304169999999999,T02,2020,Heil sites,1892,"40.1509399999999, -105.304169999999",-105.304169999999004,40.150939999999899,,500.000000000000000,3,733938,6,Southern Rocky Mountain Ponderosa Pine Woodland,0.032721048214506,0.000082992295440
